¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤»¥Ò°Ï,¤g¦a,¤C¥Ò¬q121~150¦a¸¹,143.0,¹A,,,1060501,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1800000,12587,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPRNMLTJNHMFFCR27CA
«á¾À°Ï,¤g¦a,¥Õ¨F¤Ù¬q1591~1620¦a¸¹,4564.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060410,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4500000,986,,0.0,0,,RPXNMLRKNHMFFBR67CA
«á¾À°Ï,¤g¦a,¹D³õ¬q1381~1410¦a¸¹,30327.79,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060410,¤g¦a8«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,32800000,1082,,0.0,0,,RPOOMLRKNHMFFBR86CA
¥Õªe°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Õªe°Ï¤T¥Á¸ô208«Ñ1~30¸¹,148.79,¦í,,,1060420,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860926,183.87,4,1,3,¦³,µL,4700000,25562,,0.0,0,,RPPNMLSKNHMFFBR96CA
«á¾À°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««á¾À°Ï³»¦w¨½181~210¸¹,921.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060213,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0870113,227.08,0,0,0,µL,µL,6100000,26863,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPRNMLKKNHMFFBR98CA
¥Õªe°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Õªe°ÏÃöÀ­¨½Ãö¤lÀ­451~480¸¹,33.88,¦í,,,1060421,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810504,41.85,0,0,1,µL,¦³,650000,15532,,0.0,0,,RPSNMLSJNHMFFBR17CA
«á¾À°Ï,¤g¦a,¯Q¾ðªL¬q751~780¦a¸¹,3075.0,,¯S©w±M¥Î°Ï,¹Aªª¥Î¦a,1060404,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3075000,1000,,0.0,0,,RPTNMLTJNHMFFBR47DA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï°ñ¼d¨½14¾F¤¤¥¿¸ô301~330¸¹,185.92,¦í,,,1060411,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0861017,132.93,1,2,2,¦³,µL,5455300,41039,,0.0,0,,RPUNMLLKNHMFFAR76DA
¬hÀç°Ï,¤g¦a,¬hÀç¬q·Å­íú@¤p¬q1621~1650¦a¸¹,2922.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060502,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4675200,1600,,0.0,0,,RPQNMLOKNHMFFAR66DA
ªF¤s°Ï,¤g¦a,³\¨q¤~¬q1201~1230¦a¸¹,1700.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060501,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1350000,794,,0.0,0,,RPSNMLMKNHMFFBR76DA
¤¯¼w°Ï,¤g¦a,¤Ó¤l¬q1201~1230¦a¸¹,355.76,¨ä¥L,,,1051130,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7755568,21800,,0.0,0,¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPOOMLKKNHMFFFR66DA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤¤¥¿¸ô¤G¬q1205«Ñ1~30¸¹,22.4,¦í,,,1060412,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830225,114.86,3,2,2,¦³,µL,3000000,26119,,0.0,0,,RPPNMLTJNHMFFFR47DA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¥Ã¦w¸ô105«Ñ40§Ë1~30¸¹,81.0,¦í,,,1060418,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0850525,206.46,3,3,4,¦³,µL,8180000,39620,,0.0,0,,RPPOMLPKNHMFFHR37CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°ÏªF¾ô¤­¸ô91~120¸¹,18.74,°Ó,,,1060328,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051026,163.89999999999998,2,2,2,¦³,¦³,9000000,54912,©Y¹D¥­­±,0.0,0,,RPWNMLQKNHMFFHR08CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°ÏªF¾ô¤T¸ô121~150¸¹,16.68,°Ó,,,1060427,¤g¦a1«Øª«1¨®¦ì1,¤Q¤C¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050512,160.1,3,2,2,¦³,¦³,7700000,48095,©Y¹D¥­­±,22.0,0,,RPTNMLPKNHMFFHR67CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¦Ë¶é¤Gµó95«Ñ1~30¸¹,84.56,¦í,,,1051230,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051027,191.3,4,2,4,¦³,µL,10500000,54888,,0.0,0,,RPSOMLMLNHMFFHR47CA
¥Ã±d°Ï,«Øª«,»O«n¥«¥Ã±d°Ï¤¤¤sªF¸ô218«Ñ23§Ë31~60¸¹,0.0,,,,1060414,¤g¦a0«Øª«1¨®¦ì1,¤»¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830702,122.77000000000001,3,2,2,¦³,¦³,2550000,20771,©Y¹D¾÷±ñ,0.0,0,¤g¦a¬°¤¯·R¤§®a¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPTOMLSKNHMFFHR08CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï°ê¥ú¤Cµó1~30¸¹,13.82,¦í,,,1060412,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811111,85.42,3,2,2,¦³,¦³,2320000,27160,,0.0,0,,RPUNMLKKNHMFFHR27CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¥Ã¤j¸ô¤G¬q556«Ñ61~90¸¹,104.21,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051208,216.73,4,2,5,¦³,µL,15800000,72902,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C«Ø°Ó»P¦a¥D¦X«Ø®×¡C,RPPNMLLKNHMFFHR86CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï´_µØ¨½´_µØ¤Kµó49«Ñ1~30¸¹,81.95,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820727,193.94,4,2,3,¦³,µL,7300000,37641,,0.0,0,,RPVNMLLKNHMFFHR47CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤¤¤s«n¸ô43«Ñ31~60¸¹,23.87,¦í,,,1060409,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701230,130.4,3,2,2,¦³,¦³,4350000,33359,,0.0,0,,RPPOMLLKNHMFFHR96CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¥Ò³»¸ô151«Ñ1~30¸¹,85.98,¦í,,,1060329,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0701211,108.0,4,3,2,¦³,µL,5280000,48889,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLLMNHMFFHR07CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°ÏªF¾ô¤T¸ô61~90¸¹,107.78,¦í,,,1060406,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0960803,273.93,4,3,5,¦³,µL,20680000,75494,,0.0,0,,RPUNMLLJOHMFFHR37CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤j¾ô¤­µó1~30¸¹,72.0,¦í,,,1060413,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0750421,118.49,5,3,4,¦³,µL,7000000,59077,,0.0,0,,RPXNMLLMNHMFFHR87CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥_°Ï¥_¦¨¸ô1~30¸¹,10.96,¨ä¥L,,,1060415,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0881106,140.56,3,2,2,¦³,¦³,5200000,36995,©Y¹D¥­­±,0.0,1000000,,RPUPMLTJNHMFFAD88DA
¤¤¦è°Ï,¤g¦a,¤¤¥¿¬q481~510¦a¸¹,104.76,°Ó,,,1060206,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,21501675,205247,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPOMLKKNHMFFAD47DA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤å¤Æ¸ô211~240¸¹,131.0,¦í,,,1060314,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1021202,368.85,5,2,4,¦³,µL,19900000,53951,,0.0,0,,RPSPMLLMNHMFFHR57CA
«n°Ï,¤g¦a,¬Ù°`¬q511~540¦a¸¹,242.0,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3440400,14217,,0.0,0,¥t¥~¼W­Èµ|1029658¥ÑÅv§Q¤HÃº¯Ç(¤g¦a½æ²M),RPVNMLTJNHMFFCD98DA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤j¦P¸ô¤G¬q449«Ñ1~30¸¹,27.59,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0580915,80.23,3,1,2,¦³,µL,1500000,18696,,0.0,0,,RPPOMLTJNHMFFCD48DA
¤¤¦è°Ï,«Øª«,»O«n¥«¤¤¦è°Ï«nªù¸ô91~120¸¹,0.0,,,,1060417,¤g¦a0«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850802,117.35000000000001,3,2,2,¦³,¦³,5450000,46442,,0.0,0,¤g¦a¬°¤¯·R¤§®a,RPPNMLQKNHMFFAD97DA
¦w©w°Ï,¤g¦a,´ä¤l§À¬q91~120¦a¸¹,30.5,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060501,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,225700,7400,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLOLNHMFFER27CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ï¤p·sÀç31~60¸¹,99.6,¦í,,,1060406,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950525,225.5,4,2,4,¦³,µL,7600000,33703,,0.0,0,,RPOOMLLMNHMFFER76CA
·s¥«°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«·s¥«°ÏªÀ¤º121~150¸¹,31.78,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060420,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060105,97.58,2,1,2,¦³,¦³,4420000,41789,¤@¼Ó¥­­±,15.74,1000000,,RPOOMLLJOHMFFER56CA
·s¤Æ°Ï,¤g¦a,ÁG§|¤l¬q1~30¦a¸¹,2361.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060224,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2380000,1008,,0.0,0,,RPTNMLQJOHMFFER47CA
¤¯¼w°Ï,¤g¦a,±[§À¬q91~120¦a¸¹,68.32,¨ä¥L,,,1060414,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,900000,13173,,0.0,0,­ì¦]¡G¿ËÄÝ¶¡¶R½æ¡C,RPQOMLTJNHMFFFR57CA
Âk¤¯°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«Âk¤¯°Ï¤K¥Ò§ø¤j¤¯µó271~300¸¹,70.42,¦í,,,1060411,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880503,177.67,3,2,4,¦³,µL,4700000,26454,,0.0,0,,RPSOMLTJNHMFFFR77CA
Ãö¼q°Ï,¤g¦a,¥Á¥Í¬q271~300¦a¸¹,57.0,¦í,,,1060427,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2586375,45375,,0.0,0,,RPRNMLKKNHMFFFR76CA
Âk¤¯°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«Âk¤¯°Ï«n¿³¨½«n¿³¤@µó31~60¸¹,75.75,¦í,,,1060414,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0730102,90.96,4,2,2,¦³,µL,4450000,48923,,0.0,0,,RPVNMLLKNHMFFFR27CA
Âk¤¯°Ï,¤g¦a,š·½Þ­í¬q1291~1320¦a¸¹,555.5,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060406,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1200000,2160,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPWNMLLKNHMFFFR37CA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤¯¼w§ø¤¤¥¿¸ô¤G¬q811~840¸¹,85.29,¦í,,,1060406,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,,158.76,3,2,3,¦³,µL,8300000,52280,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPOOMLLKNHMFFFR66CA
Âk¤¯°Ï,¤g¦a,Âk¤¯¥_¬q961~990¦a¸¹,17.0,°Ó,,,1060322,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,94118,,0.0,0,·î¹s¦a©Î¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C,RPRNMLMKNHMFFFR96CA
·£¦è°Ï,¤g¦a,®H§À¬q211~240¦a¸¹,395.54,¦í,,,1060428,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2500000,6320,,0.0,0,¶R¤è¥t­t¾á¼W­Èµ|,RPPNMLSJNHMFFGR37CA
Âk¤¯°Ï,¤g¦a,¤å¤Æ¬q61~90¦a¸¹,1297.86,¹A,,,1060406,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,17660000,13607,,0.0,0,,RPQNMLLLNHMFFFR86CA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤W±[¨½¤W±[¤@µó62«Ñ1~30¸¹,77.36,¦í,,,1060410,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1050718,166.67,4,2,3,¦³,µL,7950000,47699,,0.0,0,,RPSNMLNLNHMFFFR27CA
Âk¤¯°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«Âk¤¯°Ï«n«O¨½¤å¤Æ¤Qµó10«Ñ9§Ë1~30¸¹,71.39,¦í,,,1060421,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770422,86.75,3,3,2,¦³,µL,4000000,46110,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPXNMLOLNHMFFFR87CA
Ãö¼q°Ï,¤g¦a,¥Á¥Í¬q271~300¦a¸¹,2273.0,¦í,,,1060413,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,48496800,21336,,0.0,0,,RPVNMLQKNHMFFFR77CA
¤CªÑ°Ï,¤g¦a,¤j¤å¬q331~360¦a¸¹,366.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060502,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,4372,,0.0,0,,RPQNMLTJNHMFFDR27CA
¥_ªù°Ï,¤g¦a,´ç¤lÀY¬q301~330¦a¸¹,1624.5,,¤@¯ë¹A·~°Ï,¾i´Þ¥Î¦a,1060426,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,600000,369,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLKKNHMFFDR98CA
¦è´ä°Ï,¤g¦a,«áÀç¬q1561~1590¦a¸¹,1007.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,794,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLLKNHMFFDR66CA
¾Ç¥Ò°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¾Ç¥Ò°Ï¤¯±o¨½1¾F«Ø°ê¸ô31~60¸¹,114.34,¦í,,,1060418,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030721,266.88,5,3,5,¦³,µL,9500000,35597,,0.0,0,,RPPNMLNKNHMFFDR66CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°Ï¤»¦w¨½6¾F«H¸q¤Gµó151~180¸¹,67.86,¦í,,,1060426,¤g¦a6«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0641027,35.14,4,1,4,¦³,µL,600000,17075,,0.0,0,¿Ë¤Í­Ý¦@¦³¤HÃö«Y¶¡¤§¥æ©ö¡C,RPWNMLRKNHMFFDR77CA
±N­x°Ï,¤g¦a,¦è´ò¬q181~210¦a¸¹,476.87,¦í,,,1060326,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4980000,10443,,0.0,0,,RPTOMLRKNHMFFDR57CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°Ï¤å¤Æ¸ô661«Ñ30§Ë1~30¸¹,99.97,¹A,,,1060425,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1051128,168.69,5,1,4,¦³,µL,7050000,41793,,0.0,0,,RPSNMLPKNHMFFDR17CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°Ï¤å¤Æ¸ô661«Ñ30§Ë1~30¸¹,99.47,¹A,,,1060425,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1051128,168.69,5,1,4,¦³,µL,7050000,41793,,0.0,0,,RPTNMLPKNHMFFDR27CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°Ï¤å¤Æ¸ô661«Ñ30§Ë1~30¸¹,129.09,¹A,,,1060425,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1051128,168.69,5,1,4,¦³,µL,7600000,45053,,0.0,0,,RPUNMLPKNHMFFDR37CA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°ÏªF¨¤¨½°ê¤¤µó9«Ñ1~30¸¹,147.34,¦í,,,1060322,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1040521,389.59,4,2,5,¦³,µL,18500000,47486,,0.0,0,,RPTNMLLMNHMFFCR96CA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°Ïªo¨®¨½ªo¨®91~120¸¹,102.92,¹A,,,1060408,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050531,188.93,6,2,5,¦³,µL,7900000,41814,,0.0,0,,RPPOMLQKNHMFFCR96CA
¦è´ä°Ï,¤g¦a,¤¤¦{¬q1801~1830¦a¸¹,1100.0,¹A,,,1060310,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4200000,3818,,0.0,0,,RPQNMLSKNHMFFDR27CA
¥ªÂí°Ï,¤g¦a,¯ó¤s¬q241~270¦a¸¹,14908.5,,´ËªL°Ï,¹Aªª¥Î¦a,1060426,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1844400,124,,0.0,0,,RPQOMLKKNHMFFER66CA
µ½¤Æ°Ï,¤g¦a,´¿¤å¬q121~150¦a¸¹,390.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3900000,10000,,0.0,0,,RPXNMLTKNHMFFER18CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«µ½¤Æ°Ï¦è©Ô¶®¤j¹D391~420¸¹,31.16,¨ä¥L,,,1060218,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051118,128.26,2,2,1,¦³,µL,5100000,46473,©Y¹D¥­­±,31.43,600000,,RPSNMLPKNHMFFER27CA
